time_step,hour,intersection_id,direction,weather,rain_level,weather_demand_multiplier,weather_capacity_multiplier,accident_multiplier,event_multiplier,peak_multiplier,intersection_multiplier,direction_multiplier,vehicle_demand,pedestrian_demand,accident_active
0,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0465786506437122,1.25,14,3,0
0,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0465786506437122,0.9,13,7,0
1,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0825463966115625,1.25,23,7,0
1,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0825463966115625,0.9,8,4,0
1,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.013394042040912,1.25,18,7,0
1,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.013394042040912,0.9,12,5,0
1,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0568917074994428,1.25,12,7,0
1,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0568917074994428,0.9,16,8,0
1,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0787802470988352,1.25,17,4,0
1,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0787802470988352,0.9,14,5,0
1,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2155310739964202,1.25,14,2,0
1,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2155310739964202,0.9,15,5,0
1,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2173578923015478,1.25,16,4,0
1,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2173578923015478,0.9,19,10,0
1,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1742947922717901,1.25,25,5,0
1,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1742947922717901,0.9,11,8,0
1,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1330654450575899,1.25,24,8,0
1,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1330654450575899,0.9,15,8,0
1,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0048696872335356,1.25,13,5,0
1,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0048696872335356,0.9,12,6,0
1,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0184178306350329,1.25,16,7,0
1,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0184178306350329,0.9,11,11,0
2,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.8998238853966742,1.25,16,3,0
2,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.8998238853966742,0.9,10,8,0
2,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0624676271584896,1.25,11,2,0
2,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0624676271584896,0.9,16,3,0
2,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1525870632123147,1.25,20,8,0
2,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1525870632123147,0.9,10,7,0
2,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2068459176355968,1.25,23,6,0
2,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2068459176355968,0.9,12,7,0
2,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2256912789788612,1.25,17,7,0
2,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2256912789788612,0.9,14,10,0
2,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2333762093534861,1.25,28,6,0
2,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2333762093534861,0.9,19,5,0
2,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.067126066910467,1.25,23,7,0
2,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.067126066910467,0.9,15,3,0
2,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1283433724229137,1.25,14,8,0
2,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1283433724229137,0.9,16,4,0
2,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9772676019465298,1.25,13,6,0
2,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9772676019465298,0.9,13,5,0
2,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.014820900040433,1.25,22,7,0
2,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.014820900040433,0.9,18,3,0
3,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9673541927667644,1.25,15,2,0
3,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9673541927667644,0.9,14,12,0
3,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0673279739710522,1.25,15,3,0
3,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0673279739710522,0.9,16,10,0
3,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0268312452418709,1.25,8,7,0
3,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0268312452418709,0.9,13,1,0
3,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.135683369960236,1.25,25,7,0
3,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.135683369960236,0.9,19,6,0
3,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2151220615018463,1.25,23,5,0
3,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2151220615018463,0.9,11,9,0
3,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1414393052561884,1.25,26,6,0
3,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1414393052561884,0.9,18,12,0
3,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1437246420092018,1.25,29,3,0
3,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1437246420092018,0.9,6,3,0
3,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1082633840504348,1.25,10,4,0
3,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1082633840504348,0.9,13,7,0
3,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.128614498891572,1.25,9,3,0
3,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.128614498891572,0.9,20,2,0
3,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.8876365722329572,1.25,11,2,0
3,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.8876365722329572,0.9,7,10,0
4,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0624832633521888,1.25,16,1,0
4,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0624832633521888,0.9,11,7,0
4,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0656954194004447,1.25,20,2,0
4,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0656954194004447,0.9,14,6,0
4,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1366722018384878,1.25,21,3,0
4,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1366722018384878,0.9,11,9,0
4,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.137771961262784,1.25,19,6,0
4,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.137771961262784,0.9,10,11,0
4,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2032318966327276,1.25,13,6,0
4,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2032318966327276,0.9,12,7,0
4,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.222921483315487,1.25,15,6,0
4,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.222921483315487,0.9,11,4,0
4,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2028808005394782,1.25,22,9,0
4,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2028808005394782,0.9,9,6,0
4,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0955237945699887,1.25,23,8,0
4,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0955237945699887,0.9,18,5,0
4,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1049258128078756,1.25,16,7,0
4,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1049258128078756,0.9,13,6,0
4,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0294773443017802,1.25,13,3,0
4,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0294773443017802,0.9,13,7,0
5,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0238764668633398,1.25,15,9,0
5,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0238764668633398,0.9,5,5,0
5,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.003476173924492,1.25,16,7,0
5,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.003476173924492,0.9,11,11,0
5,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1176493205066884,1.25,17,4,0
5,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1176493205066884,0.9,15,3,0
5,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.141629429478821,1.25,24,4,0
5,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.141629429478821,0.9,10,9,0
5,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1958263403560065,1.25,26,8,0
5,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1958263403560065,0.9,17,6,0
5,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.244458563131984,1.25,19,3,0
5,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.244458563131984,0.9,13,6,0
5,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1780059689721236,1.25,18,5,0
5,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1780059689721236,0.9,19,5,0
5,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1508577237568924,1.25,12,5,0
5,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1508577237568924,0.9,12,10,0
5,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0374920343053833,1.25,17,1,0
5,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0374920343053833,0.9,12,4,0
5,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.895127452119493,1.25,19,6,0
5,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.895127452119493,0.9,13,4,0
6,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0236543599013737,1.25,12,10,0
6,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0236543599013737,0.9,9,6,0
6,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0373763910402156,1.25,18,7,0
6,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0373763910402156,0.9,10,2,0
6,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0422917361572137,1.25,23,5,0
6,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0422917361572137,0.9,9,4,0
6,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1423569601317145,1.25,14,4,0
6,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1423569601317145,0.9,11,4,0
6,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1316912882232026,1.25,20,7,0
6,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1316912882232026,0.9,21,9,0
6,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2507490740291467,1.25,16,9,0
6,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2507490740291467,0.9,14,6,0
6,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1425550427315208,1.25,22,8,0
6,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1425550427315208,0.9,21,2,0
6,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.081123638655168,1.25,20,5,0
6,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.081123638655168,0.9,16,7,0
6,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0978297109796482,1.25,14,8,0
6,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0978297109796482,0.9,12,6,0
6,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0188022184811305,1.25,16,4,0
6,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0188022184811305,0.9,12,3,0
7,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9462616993091143,1.25,24,8,0
7,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9462616993091143,0.9,19,6,0
7,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0916488129444173,1.25,23,7,0
7,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0916488129444173,0.9,9,10,0
7,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.119974179458554,1.25,21,4,0
7,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.119974179458554,0.9,7,4,0
7,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0731057608636174,1.25,8,5,0
7,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0731057608636174,0.9,9,6,0
7,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.270779172563368,1.25,19,6,0
7,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.270779172563368,0.9,18,6,0
7,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0744412810049688,1.25,17,4,0
7,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0744412810049688,0.9,12,8,0
7,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2559325863779032,1.25,23,9,0
7,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2559325863779032,0.9,11,6,0
7,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1336100281784385,1.25,19,5,0
7,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1336100281784385,0.9,11,4,0
7,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.071695428760218,1.25,17,5,0
7,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.071695428760218,0.9,16,4,0
7,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9158836759104486,1.25,15,8,0
7,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9158836759104486,0.9,11,6,0
8,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9156326152793324,1.25,21,7,0
8,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9156326152793324,0.9,7,7,0
8,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.035953565762019,1.25,12,7,0
8,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.035953565762019,0.9,15,3,0
8,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1625501570983867,1.25,15,5,0
8,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1625501570983867,0.9,10,11,0
8,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2298936571335686,1.25,16,7,0
8,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2298936571335686,0.9,13,3,0
8,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2245500958886153,1.25,24,6,0
8,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2245500958886153,0.9,16,10,0
8,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2546419227841579,1.25,17,9,0
8,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2546419227841579,0.9,16,8,0
8,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1891677003377583,1.25,23,4,0
8,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1891677003377583,0.9,17,4,0
8,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.104041336003921,1.25,27,8,0
8,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.104041336003921,0.9,10,11,0
8,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0876050915253042,1.25,24,3,0
8,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0876050915253042,0.9,8,6,0
8,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9954564535187018,1.25,18,6,0
8,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9954564535187018,0.9,8,7,0
9,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9612744969243302,1.25,22,7,0
9,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9612744969243302,0.9,13,3,0
9,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0976619035124373,1.25,17,10,0
9,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0976619035124373,0.9,16,8,0
9,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.028194332831999,1.25,20,4,0
9,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.028194332831999,0.9,14,10,0
9,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1663108239102409,1.25,16,14,0
9,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1663108239102409,0.9,11,8,0
9,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.266169923607267,1.25,26,3,0
9,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.266169923607267,0.9,13,3,0
9,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1876255374134919,1.25,14,5,0
9,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1876255374134919,0.9,15,8,0
9,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.085362442235341,1.25,8,4,0
9,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.085362442235341,0.9,15,4,0
9,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0335601404937085,1.25,16,5,0
9,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0335601404937085,0.9,20,10,0
9,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0396912192929335,1.25,20,8,0
9,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0396912192929335,0.9,9,9,0
9,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9386042224654079,1.25,9,4,0
9,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9386042224654079,0.9,9,8,0
10,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9881934954111007,1.25,19,5,0
10,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9881934954111007,0.9,10,1,0
10,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.134309696935992,1.25,18,4,0
10,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.134309696935992,0.9,14,4,0
10,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1593696357475445,1.25,23,7,0
10,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1593696357475445,0.9,18,4,0
10,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2461776069477557,1.25,17,6,0
10,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2461776069477557,0.9,20,7,0
10,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2279096298965295,1.25,16,6,0
10,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2279096298965295,0.9,13,4,0
10,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1609869833396953,1.25,13,9,0
10,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1609869833396953,0.9,14,2,0
10,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1932013635679033,1.25,16,3,0
10,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1932013635679033,0.9,11,4,0
10,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1304640475808982,1.25,14,14,0
10,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1304640475808982,0.9,8,5,0
10,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.066124879307969,1.25,16,7,0
10,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.066124879307969,0.9,11,5,0
10,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.021114450956268,1.25,21,9,0
10,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.021114450956268,0.9,18,5,0
11,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0063681237828244,1.25,13,7,0
11,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0063681237828244,0.9,8,6,0
11,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9700942503600478,1.25,25,6,0
11,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9700942503600478,0.9,5,7,0
11,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0876898262161383,1.25,16,3,0
11,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0876898262161383,0.9,12,7,0
11,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2207094769142104,1.25,20,6,0
11,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.2207094769142104,0.9,15,9,0
11,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.229768298562547,1.25,22,4,0
11,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.229768298562547,0.9,20,6,0
11,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1911962911897893,1.25,23,4,0
11,7,5,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1911962911897893,0.9,14,7,0
11,7,6,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1569176723606773,1.25,17,4,0
11,7,6,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1569176723606773,0.9,7,4,0
11,7,7,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0837842214596922,1.25,18,7,0
11,7,7,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0837842214596922,0.9,6,4,0
11,7,8,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.184181427404042,1.25,25,1,0
11,7,8,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.184181427404042,0.9,19,8,0
11,7,9,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.068439231595178,1.25,24,6,0
11,7,9,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.068439231595178,0.9,10,6,0
12,7,0,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9223746263349972,1.25,10,3,0
12,7,0,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,0.9223746263349972,0.9,14,3,0
12,7,1,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0961423410553808,1.25,14,9,0
12,7,1,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0961423410553808,0.9,20,6,0
12,7,2,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.066951129553355,1.25,25,5,0
12,7,2,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.066951129553355,0.9,15,12,0
12,7,3,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0836722725956824,1.25,18,6,0
12,7,3,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.0836722725956824,0.9,14,7,0
12,7,4,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1771705207594747,1.25,21,10,0
12,7,4,EW,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1771705207594747,0.9,9,5,0
12,7,5,NS,light_rain,1,1.1,0.9,1.3,1.0,2.0,1.1713064456041593,1.25,18,5,0
